pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc,behavior__math_all_objects_36ab389c,behavior__math_delimiter_tests_c9d034dc,superdoc_chain,behavior__math_all_objects_36ab389c.docx,behavior__math_delimiter_tests_c9d034dc.docx,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__fields_attrs1_83837249_cli_legacy__sample_3a8f1f93,super_editor__fields_attrs1_83837249,cli_legacy__sample_3a8f1f93,superdoc_cross,super_editor__fields_attrs1_83837249.docx,cli_legacy__sample_3a8f1f93.docx,super_editor__fields_attrs1_83837249_cli_legacy__sample_3a8f1f93_redline.docx,,MISSING,super_editor__fields_attrs1_83837249_cli_legacy__sample_3a8f1f93_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_all_objects_36ab389c_super_editor__diff_after8_58e5c288,behavior__math_all_objects_36ab389c,super_editor__diff_after8_58e5c288,superdoc_cross,behavior__math_all_objects_36ab389c.docx,super_editor__diff_after8_58e5c288.docx,behavior__math_all_objects_36ab389c_super_editor__diff_after8_58e5c288_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_super_editor__diff_after8_58e5c288_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before19_97e0f4e6_super_editor__basic_page_nums_d5b08fc3,super_editor__diff_before19_97e0f4e6,super_editor__basic_page_nums_d5b08fc3,superdoc_cross,super_editor__diff_before19_97e0f4e6.docx,super_editor__basic_page_nums_d5b08fc3.docx,super_editor__diff_before19_97e0f4e6_super_editor__basic_page_nums_d5b08fc3_redline.docx,,MISSING,super_editor__diff_before19_97e0f4e6_super_editor__basic_page_nums_d5b08fc3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before11_1b953eaf,super_editor__longer_header_sign_area_7c80b525,super_editor__diff_before11_1b953eaf,superdoc_cross,super_editor__longer_header_sign_area_7c80b525.docx,super_editor__diff_before11_1b953eaf.docx,super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before11_1b953eaf_redline.docx,,MISSING,super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before11_1b953eaf_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after9_a9d4b4b0,behavior__math_delimiter_tests_c9d034dc,super_editor__diff_after9_a9d4b4b0,superdoc_cross,behavior__math_delimiter_tests_c9d034dc.docx,super_editor__diff_after9_a9d4b4b0.docx,behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after9_a9d4b4b0_redline.docx,,MISSING,behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after9_a9d4b4b0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after_10f1912e_super_editor__contract_acc_bbd983a0,super_editor__diff_after_10f1912e,super_editor__contract_acc_bbd983a0,superdoc_cross,super_editor__diff_after_10f1912e.docx,super_editor__contract_acc_bbd983a0.docx,super_editor__diff_after_10f1912e_super_editor__contract_acc_bbd983a0_redline.docx,,MISSING,super_editor__diff_after_10f1912e_super_editor__contract_acc_bbd983a0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__line_break_627a7159_super_editor__diff_after8_58e5c288,super_editor__line_break_627a7159,super_editor__diff_after8_58e5c288,superdoc_cross,super_editor__line_break_627a7159.docx,super_editor__diff_after8_58e5c288.docx,super_editor__line_break_627a7159_super_editor__diff_after8_58e5c288_redline.docx,,MISSING,super_editor__line_break_627a7159_super_editor__diff_after8_58e5c288_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__two_column_two_page_arial_6d5ca9a5_behavior__sd_2672_nested_table_dfac08bb,super_editor__two_column_two_page_arial_6d5ca9a5,behavior__sd_2672_nested_table_dfac08bb,superdoc_cross,super_editor__two_column_two_page_arial_6d5ca9a5.docx,behavior__sd_2672_nested_table_dfac08bb.docx,super_editor__two_column_two_page_arial_6d5ca9a5_behavior__sd_2672_nested_table_dfac08bb_redline.docx,,MISSING,super_editor__two_column_two_page_arial_6d5ca9a5_behavior__sd_2672_nested_table_dfac08bb_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2672_multipara_cell_4d1f068e_super_editor__broken_list_missing_items_36b4199e,behavior__sd_2672_multipara_cell_4d1f068e,super_editor__broken_list_missing_items_36b4199e,superdoc_cross,behavior__sd_2672_multipara_cell_4d1f068e.docx,super_editor__broken_list_missing_items_36b4199e.docx,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__broken_list_missing_items_36b4199e_redline.docx,,MISSING,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__broken_list_missing_items_36b4199e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__fields_attrs1_83837249_super_editor__diff_before5_a5f60578,super_editor__fields_attrs1_83837249,super_editor__diff_before5_a5f60578,superdoc_cross,super_editor__fields_attrs1_83837249.docx,super_editor__diff_before5_a5f60578.docx,super_editor__fields_attrs1_83837249_super_editor__diff_before5_a5f60578_redline.docx,,MISSING,super_editor__fields_attrs1_83837249_super_editor__diff_before5_a5f60578_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_func_tests_0434dd11_super_editor__complex_list_def_short_fde20a67,behavior__math_func_tests_0434dd11,super_editor__complex_list_def_short_fde20a67,superdoc_cross,behavior__math_func_tests_0434dd11.docx,super_editor__complex_list_def_short_fde20a67.docx,behavior__math_func_tests_0434dd11_super_editor__complex_list_def_short_fde20a67_redline.docx,,MISSING,behavior__math_func_tests_0434dd11_super_editor__complex_list_def_short_fde20a67_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_delimiter_tests_c9d034dc_behavior__word_native_bullet_disc_bfbeb2dd,behavior__math_delimiter_tests_c9d034dc,behavior__word_native_bullet_disc_bfbeb2dd,superdoc_cross,behavior__math_delimiter_tests_c9d034dc.docx,behavior__word_native_bullet_disc_bfbeb2dd.docx,behavior__math_delimiter_tests_c9d034dc_behavior__word_native_bullet_disc_bfbeb2dd_redline.docx,,MISSING,behavior__math_delimiter_tests_c9d034dc_behavior__word_native_bullet_disc_bfbeb2dd_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before2_ca0c6859_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,super_editor__diff_before2_ca0c6859,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,superdoc_cross,super_editor__diff_before2_ca0c6859.docx,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3.docx,super_editor__diff_before2_ca0c6859_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.docx,,MISSING,super_editor__diff_before2_ca0c6859_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_2534_collab_export_f3c7fdf7,super_editor__sd_1480_two_col_tab_positions_00953280,super_editor__sd_2534_collab_export_f3c7fdf7,superdoc_cross,super_editor__sd_1480_two_col_tab_positions_00953280.docx,super_editor__sd_2534_collab_export_f3c7fdf7.docx,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_2534_collab_export_f3c7fdf7_redline.docx,,MISSING,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_2534_collab_export_f3c7fdf7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__table_c70ca973_super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9,super_editor__table_c70ca973,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9,superdoc_cross,super_editor__table_c70ca973.docx,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9.docx,super_editor__table_c70ca973_super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9_redline.docx,,MISSING,super_editor__table_c70ca973_super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_complex_list_293fda86_behavior__sd_2672_nested_table_dfac08bb,super_editor__broken_complex_list_293fda86,behavior__sd_2672_nested_table_dfac08bb,superdoc_cross,super_editor__broken_complex_list_293fda86.docx,behavior__sd_2672_nested_table_dfac08bb.docx,super_editor__broken_complex_list_293fda86_behavior__sd_2672_nested_table_dfac08bb_redline.docx,,MISSING,super_editor__broken_complex_list_293fda86_behavior__sd_2672_nested_table_dfac08bb_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__fields_test_4a8ffd8c_behavior__sd_2517_localized_heading_styles_39c2e4a1,super_editor__fields_test_4a8ffd8c,behavior__sd_2517_localized_heading_styles_39c2e4a1,superdoc_cross,super_editor__fields_test_4a8ffd8c.docx,behavior__sd_2517_localized_heading_styles_39c2e4a1.docx,super_editor__fields_test_4a8ffd8c_behavior__sd_2517_localized_heading_styles_39c2e4a1_redline.docx,,MISSING,super_editor__fields_test_4a8ffd8c_behavior__sd_2517_localized_heading_styles_39c2e4a1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__anchor_images_3327faf8_super_editor__ooxml_bold_vals_demo_9e688d8f,super_editor__anchor_images_3327faf8,super_editor__ooxml_bold_vals_demo_9e688d8f,superdoc_cross,super_editor__anchor_images_3327faf8.docx,super_editor__ooxml_bold_vals_demo_9e688d8f.docx,super_editor__anchor_images_3327faf8_super_editor__ooxml_bold_vals_demo_9e688d8f_redline.docx,,MISSING,super_editor__anchor_images_3327faf8_super_editor__ooxml_bold_vals_demo_9e688d8f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_comment_d3ba5f1e_super_editor__alternateContent_valid_de18b376,super_editor__basic_comment_d3ba5f1e,super_editor__alternateContent_valid_de18b376,superdoc_cross,super_editor__basic_comment_d3ba5f1e.docx,super_editor__alternateContent_valid_de18b376.docx,super_editor__basic_comment_d3ba5f1e_super_editor__alternateContent_valid_de18b376_redline.docx,,MISSING,super_editor__basic_comment_d3ba5f1e_super_editor__alternateContent_valid_de18b376_redline.pdf,MISSING,accepted_docx; pdf_accepted
evals__basic_list_b4d9bb45_super_editor__sd_1494_table_left_indent_03277d35,evals__basic_list_b4d9bb45,super_editor__sd_1494_table_left_indent_03277d35,superdoc_cross,evals__basic_list_b4d9bb45.docx,super_editor__sd_1494_table_left_indent_03277d35.docx,evals__basic_list_b4d9bb45_super_editor__sd_1494_table_left_indent_03277d35_redline.docx,,MISSING,evals__basic_list_b4d9bb45_super_editor__sd_1494_table_left_indent_03277d35_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__list_with_break_from_word_5cc0d638_behavior__sd_2672_plain_3x3_87943d5d,super_editor__list_with_break_from_word_5cc0d638,behavior__sd_2672_plain_3x3_87943d5d,superdoc_cross,super_editor__list_with_break_from_word_5cc0d638.docx,behavior__sd_2672_plain_3x3_87943d5d.docx,super_editor__list_with_break_from_word_5cc0d638_behavior__sd_2672_plain_3x3_87943d5d_redline.docx,,MISSING,super_editor__list_with_break_from_word_5cc0d638_behavior__sd_2672_plain_3x3_87943d5d_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__text_color_highlight_36cb4c90_super_editor__diff_before11_1b953eaf,super_editor__text_color_highlight_36cb4c90,super_editor__diff_before11_1b953eaf,superdoc_cross,super_editor__text_color_highlight_36cb4c90.docx,super_editor__diff_before11_1b953eaf.docx,super_editor__text_color_highlight_36cb4c90_super_editor__diff_before11_1b953eaf_redline.docx,,MISSING,super_editor__text_color_highlight_36cb4c90_super_editor__diff_before11_1b953eaf_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__Hello_docx_world_12f11074_behavior__math_eqarr_tests_40a1adb0,super_editor__Hello_docx_world_12f11074,behavior__math_eqarr_tests_40a1adb0,superdoc_cross,super_editor__Hello_docx_world_12f11074.docx,behavior__math_eqarr_tests_40a1adb0.docx,super_editor__Hello_docx_world_12f11074_behavior__math_eqarr_tests_40a1adb0_redline.docx,,MISSING,super_editor__Hello_docx_world_12f11074_behavior__math_eqarr_tests_40a1adb0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before8_ba5faa9e_behavior__sd_2750_borderbox_7cd3768d,super_editor__diff_before8_ba5faa9e,behavior__sd_2750_borderbox_7cd3768d,superdoc_cross,super_editor__diff_before8_ba5faa9e.docx,behavior__sd_2750_borderbox_7cd3768d.docx,super_editor__diff_before8_ba5faa9e_behavior__sd_2750_borderbox_7cd3768d_redline.docx,,MISSING,super_editor__diff_before8_ba5faa9e_behavior__sd_2750_borderbox_7cd3768d_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2672_multipara_cell_4d1f068e_super_editor__missing_sectpr_967a402d,behavior__sd_2672_multipara_cell_4d1f068e,super_editor__missing_sectpr_967a402d,superdoc_cross,behavior__sd_2672_multipara_cell_4d1f068e.docx,super_editor__missing_sectpr_967a402d.docx,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__missing_sectpr_967a402d_redline.docx,,MISSING,behavior__sd_2672_multipara_cell_4d1f068e_super_editor__missing_sectpr_967a402d_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before9_9818a85f_behavior__math_radical_tests_4c1ce187,super_editor__diff_before9_9818a85f,behavior__math_radical_tests_4c1ce187,superdoc_cross,super_editor__diff_before9_9818a85f.docx,behavior__math_radical_tests_4c1ce187.docx,super_editor__diff_before9_9818a85f_behavior__math_radical_tests_4c1ce187_redline.docx,,MISSING,super_editor__diff_before9_9818a85f_behavior__math_radical_tests_4c1ce187_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after11_1d5b767f_evals__table_doc_4d728d83,super_editor__diff_after11_1d5b767f,evals__table_doc_4d728d83,superdoc_cross,super_editor__diff_after11_1d5b767f.docx,evals__table_doc_4d728d83.docx,super_editor__diff_after11_1d5b767f_evals__table_doc_4d728d83_redline.docx,,MISSING,super_editor__diff_after11_1d5b767f_evals__table_doc_4d728d83_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__nested_comments_gdocs_0c8668e1_behavior__sd_2750_borderbox_7cd3768d,super_editor__nested_comments_gdocs_0c8668e1,behavior__sd_2750_borderbox_7cd3768d,superdoc_cross,super_editor__nested_comments_gdocs_0c8668e1.docx,behavior__sd_2750_borderbox_7cd3768d.docx,super_editor__nested_comments_gdocs_0c8668e1_behavior__sd_2750_borderbox_7cd3768d_redline.docx,,MISSING,super_editor__nested_comments_gdocs_0c8668e1_behavior__sd_2750_borderbox_7cd3768d_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__superdoc_hyperlink_cases_1dde9cd3_evals__nda_7f304918,super_editor__superdoc_hyperlink_cases_1dde9cd3,evals__nda_7f304918,superdoc_cross,super_editor__superdoc_hyperlink_cases_1dde9cd3.docx,evals__nda_7f304918.docx,super_editor__superdoc_hyperlink_cases_1dde9cd3_evals__nda_7f304918_redline.docx,,MISSING,super_editor__superdoc_hyperlink_cases_1dde9cd3_evals__nda_7f304918_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__restart_numbering_sub_list_85ddcb79,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,super_editor__restart_numbering_sub_list_85ddcb79,superdoc_cross,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b.docx,super_editor__restart_numbering_sub_list_85ddcb79.docx,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__restart_numbering_sub_list_85ddcb79_redline.docx,,MISSING,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__restart_numbering_sub_list_85ddcb79_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__instrtext_angled_brackets_bug_ed56f1fe_behavior__tiff_image_2d531f83,super_editor__instrtext_angled_brackets_bug_ed56f1fe,behavior__tiff_image_2d531f83,superdoc_cross,super_editor__instrtext_angled_brackets_bug_ed56f1fe.docx,behavior__tiff_image_2d531f83.docx,super_editor__instrtext_angled_brackets_bug_ed56f1fe_behavior__tiff_image_2d531f83_redline.docx,,MISSING,super_editor__instrtext_angled_brackets_bug_ed56f1fe_behavior__tiff_image_2d531f83_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_table_shading_d3212ffd_super_editor__numwords_393421eb,super_editor__basic_table_shading_d3212ffd,super_editor__numwords_393421eb,superdoc_cross,super_editor__basic_table_shading_d3212ffd.docx,super_editor__numwords_393421eb.docx,super_editor__basic_table_shading_d3212ffd_super_editor__numwords_393421eb_redline.docx,,MISSING,super_editor__basic_table_shading_d3212ffd_super_editor__numwords_393421eb_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__multi_section_doc_080d2655_super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98,super_editor__multi_section_doc_080d2655,super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98,superdoc_cross,super_editor__multi_section_doc_080d2655.docx,super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98.docx,super_editor__multi_section_doc_080d2655_super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98_redline.docx,,MISSING,super_editor__multi_section_doc_080d2655_super_editor__doc_with_graphs_diagrams_rotated_ef2e2f98_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__two_column_two_page_0b8a37c5_super_editor__diff_after_10f1912e,super_editor__two_column_two_page_0b8a37c5,super_editor__diff_after_10f1912e,superdoc_cross,super_editor__two_column_two_page_0b8a37c5.docx,super_editor__diff_after_10f1912e.docx,super_editor__two_column_two_page_0b8a37c5_super_editor__diff_after_10f1912e_redline.docx,,MISSING,super_editor__two_column_two_page_0b8a37c5_super_editor__diff_after_10f1912e_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2517_localized_heading_styles_39c2e4a1_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,behavior__sd_2517_localized_heading_styles_39c2e4a1,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,superdoc_cross,behavior__sd_2517_localized_heading_styles_39c2e4a1.docx,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3.docx,behavior__sd_2517_localized_heading_styles_39c2e4a1_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.docx,,MISSING,behavior__sd_2517_localized_heading_styles_39c2e4a1_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__list_with_break_exported_broken_45f7bd19_super_editor__image_p_spacing_9b211fd7,super_editor__list_with_break_exported_broken_45f7bd19,super_editor__image_p_spacing_9b211fd7,superdoc_cross,super_editor__list_with_break_exported_broken_45f7bd19.docx,super_editor__image_p_spacing_9b211fd7.docx,super_editor__list_with_break_exported_broken_45f7bd19_super_editor__image_p_spacing_9b211fd7_redline.docx,,MISSING,super_editor__list_with_break_exported_broken_45f7bd19_super_editor__image_p_spacing_9b211fd7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after3_3f4fb6e8_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,super_editor__diff_after3_3f4fb6e8,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,superdoc_cross,super_editor__diff_after3_3f4fb6e8.docx,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed.docx,super_editor__diff_after3_3f4fb6e8_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.docx,,MISSING,super_editor__diff_after3_3f4fb6e8_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.pdf,MISSING,accepted_docx; pdf_accepted
